RED1,RED2,RED3,RED4,RED5,OCCURRENCE,ISSUE
4,13,15,24,27,1,03051 
4,13,15,31,33,1,06112 
4,13,16,19,21,1,18025 
4,13,16,19,25,1,18025 
4,13,16,21,25,1,18025 
4,13,16,22,29,1,06144 
4,13,17,21,24,1,16141 
4,13,17,24,27,1,03051 
4,13,17,25,31,1,11043 
4,13,18,19,25,1,18105 
4,13,18,26,28,1,12077 
4,13,18,26,30,2,07097 05134 
4,13,19,20,24,1,06102 
4,13,19,20,26,1,16035 
4,13,19,20,29,1,16035 
4,13,19,20,32,1,12049 
4,13,19,21,25,1,18025 
4,13,19,23,28,1,06023 
4,13,19,26,29,1,16035 
4,13,20,22,30,1,13082 
4,13,20,24,28,1,12055 
4,13,20,26,29,1,16035 
4,13,20,29,30,1,08084 
4,13,20,29,33,1,18080 
4,13,21,22,26,1,12059 
4,13,21,22,31,1,12059 
4,13,21,26,31,1,12059 
4,13,22,25,30,1,16106 
4,13,22,25,32,1,21049 
4,13,22,26,31,1,12059 
4,13,22,26,32,1,06019 
4,13,22,27,29,1,14068 
4,13,23,25,27,1,11047 
4,13,23,25,33,1,11047 
4,13,23,26,31,1,20012 
4,13,23,26,32,1,17046 
4,13,23,27,30,1,13024 
4,13,23,27,33,1,11047 
4,13,23,28,30,1,04011 
4,13,25,26,30,1,10135 
4,13,25,27,33,1,11047 
4,13,25,30,31,1,18060 
4,13,29,31,33,1,14138 
4,14,15,16,20,1,12011 
4,14,15,16,26,1,12011 
4,14,15,16,27,1,12080 
4,14,15,16,29,1,20002 
4,14,15,17,18,1,15011 
4,14,15,17,20,1,15011 
4,14,15,17,32,1,21045 
4,14,15,18,20,1,15011 
4,14,15,20,26,1,12011 
4,14,15,21,23,1,09132 
4,14,15,21,30,1,09132 
4,14,15,22,31,1,13026 
4,14,15,23,30,1,09132 
4,14,15,25,27,1,07009 
4,14,15,26,30,1,11145 
4,14,15,26,33,1,12083 
4,14,16,18,26,1,13136 
4,14,16,18,29,1,13152 
4,14,16,20,22,1,19089 
4,14,16,20,26,1,12011 
4,14,16,23,28,1,18152 
4,14,16,23,29,1,18152 
4,14,16,26,29,1,07026 
4,14,16,28,29,1,18152 
4,14,17,18,20,1,15011 
4,14,17,21,25,1,15009 
4,14,17,25,31,1,11043 
4,14,17,26,31,1,12056 
4,14,17,27,30,1,14089 
4,14,17,28,30,1,11120 
4,14,17,28,33,1,11120 
4,14,17,30,32,1,11066 
4,14,17,30,33,1,11120 
4,14,18,19,31,1,07049 
4,14,18,19,33,1,07049 
4,14,18,20,22,1,13094 
4,14,18,20,27,1,19084 
4,14,18,24,29,1,19085 
4,14,18,24,31,1,21068 
4,14,18,24,32,1,21068 
4,14,18,26,30,1,05134 
4,14,18,28,31,1,16147 
4,14,18,28,32,2,16147 04026 
4,14,18,31,32,2,21068 16147 
4,14,18,31,33,1,07049 
4,14,19,23,28,1,06023 
4,14,19,31,33,1,07049 
4,14,20,21,25,1,07079 
4,14,20,22,30,1,13082 
4,14,20,23,27,1,19060 
4,14,21,23,30,1,09132 
4,14,21,27,29,1,19103 
4,14,22,23,28,1,16091 
4,14,22,25,29,1,08080 
4,14,22,25,32,2,11121 08080 
4,14,22,25,33,1,11121 
4,14,22,29,32,1,08080 
4,14,22,30,33,1,09136 
4,14,22,32,33,1,11121 
4,14,23,26,31,1,20012 
4,14,23,26,32,1,17046 
4,14,23,28,29,1,18152 
4,14,23,29,33,1,05128 
4,14,24,25,28,1,13091 
4,14,24,25,31,1,13091 
4,14,24,28,31,1,13091 
4,14,24,31,32,1,21068 
4,14,25,28,31,1,13091 
4,14,25,28,32,1,10129 
4,14,25,29,32,1,08080 
4,14,25,32,33,1,11121 
4,14,26,32,33,1,09138 
4,14,27,31,33,1,07099 
4,14,28,30,33,1,11120 
4,14,28,31,32,1,16147 
4,15,16,19,26,1,21088 
4,15,16,19,27,1,18070 
4,15,16,20,26,1,12011 
4,15,16,22,32,1,09008 
4,15,16,22,33,1,09008 
4,15,16,23,28,1,08094 
4,15,16,24,27,1,13138 
4,15,16,24,28,1,13138 
4,15,16,27,28,1,13138 
4,15,16,32,33,1,09008 
4,15,17,18,20,1,15011 
4,15,17,19,25,1,22009 
4,15,17,19,28,1,22009 
4,15,17,21,24,1,16141 
4,15,17,22,29,1,21048 
4,15,17,22,32,2,21048 07007 
4,15,17,24,27,1,03051 
4,15,17,25,28,1,22009 
4,15,17,27,31,1,06147 
4,15,17,29,32,1,21048 
4,15,17,30,31,1,03005 
4,15,18,25,29,1,10109 
4,15,18,25,32,1,10109 
4,15,18,29,32,1,10109 
4,15,19,21,23,1,19122 
4,15,19,25,28,1,22009 
4,15,21,23,24,1,06063 
4,15,21,23,30,1,09132 
4,15,21,25,29,1,21014 
4,15,21,25,33,1,21014 
4,15,21,27,28,1,21129 
4,15,21,27,29,1,21129 
4,15,21,28,29,1,21129 
4,15,21,28,30,1,15095 
4,15,21,28,31,1,15095 
4,15,21,29,33,1,21014 
4,15,21,30,31,2,15095 06128 
4,15,21,30,33,1,06128 
4,15,21,31,33,1,06128 
4,15,22,25,27,1,12053 
4,15,22,25,33,1,12053 
4,15,22,27,33,1,12053 
4,15,22,29,32,1,21048 
4,15,22,32,33,1,09008 
4,15,23,26,28,1,15116 
4,15,23,30,32,1,05105 
4,15,23,30,33,1,05105 
4,15,23,32,33,1,05105 
4,15,24,27,28,1,13138 
4,15,25,26,28,1,12029 
4,15,25,26,30,1,10027 
4,15,25,27,33,1,12053 
4,15,25,29,32,1,10109 
4,15,25,29,33,1,21014 
4,15,26,27,31,1,21078 
4,15,27,28,29,1,21129 
4,15,28,30,31,1,15095 
4,15,28,32,33,1,18143 
4,15,30,31,33,1,06128 
4,15,30,32,33,1,05105 
4,16,17,21,27,1,14031 
4,16,17,22,29,2,11107 11016 
4,16,17,26,33,1,15036 
4,16,18,23,30,2,07047 05103 
4,16,18,25,32,1,07118 
4,16,18,27,32,1,06007 
4,16,18,27,33,1,06007 
4,16,18,32,33,1,06007 
4,16,19,21,25,1,18025 
4,16,19,22,26,1,10061 
4,16,20,22,29,1,10102 
4,16,20,23,32,1,05031 
4,16,20,24,30,1,18094 
4,16,21,23,28,1,10015 
4,16,22,24,25,1,03077 
4,16,22,24,27,1,12031 
4,16,22,24,31,1,12031 
4,16,22,25,29,1,19053 
4,16,22,25,30,1,12027 
4,16,22,25,31,2,19053 12027 
4,16,22,27,31,1,12031 
4,16,22,29,31,1,19053 
4,16,22,30,31,1,12027 
4,16,22,32,33,1,09008 
4,16,23,25,27,1,11065 
4,16,23,25,29,1,11065 
4,16,23,27,29,1,11065 
4,16,23,28,29,1,18152 
4,16,23,28,30,1,09067 
4,16,23,29,31,1,07019 
4,16,24,26,27,1,12009 
4,16,24,26,33,2,21091 12009 
4,16,24,27,28,1,13138 
4,16,24,27,31,1,12031 
4,16,24,27,33,1,12009 
4,16,24,30,32,1,07032 
4,16,25,27,29,1,11065 
4,16,25,29,31,1,19053 
4,16,25,30,31,1,12027 
4,16,26,27,33,1,12009 
4,16,27,29,33,1,17113 
4,16,27,31,33,1,08118 
4,16,27,32,33,1,06007 
4,17,18,21,31,1,06057 
4,17,18,26,33,1,05096 
4,17,19,20,24,1,21142 
4,17,19,23,24,1,13137 
4,17,19,23,27,1,13137 
4,17,19,24,27,1,13137 
4,17,19,24,32,1,06025 
4,17,19,25,28,1,22009 
4,17,19,28,32,1,20047 
4,17,20,25,28,1,04007 
4,17,20,32,33,1,20050 
4,17,21,23,33,1,13114 
4,17,21,25,31,1,10152 
4,17,21,29,32,1,06076 
4,17,22,29,32,1,21048 
4,17,23,24,27,1,13137 
4,17,23,25,29,1,05093 
4,17,23,27,28,1,10051 
4,17,23,27,32,1,10051 
4,17,23,28,32,1,10051 
4,17,24,27,30,1,10099 
4,17,24,28,33,1,21021 
4,17,27,28,31,1,06004 
4,17,27,28,32,1,10051 
4,17,28,29,30,1,06065 
4,17,28,30,33,1,11120 
4,17,28,32,33,1,09108 
4,18,19,24,25,1,18106 
4,18,19,24,26,1,18106 
4,18,19,25,26,1,18106 
4,18,19,25,27,1,16131 
4,18,19,26,31,1,20127 
4,18,19,26,32,1,19018 
4,18,19,31,33,1,07049 
4,18,20,21,29,1,18093 
4,18,20,21,33,1,18093 
4,18,20,22,27,1,11140 
4,18,20,22,29,1,11140 
4,18,20,23,32,1,04006 
4,18,20,27,29,1,11140 
4,18,20,29,33,1,18093 
4,18,21,24,30,1,08153 
4,18,21,25,26,1,10101 
4,18,21,29,33,1,18093 
4,18,21,32,33,1,18083 
4,18,22,24,26,1,07146 
4,18,22,24,29,1,09055 
4,18,22,24,30,1,07146 
4,18,22,25,29,1,08002 
4,18,22,25,33,1,18054 
4,18,22,26,30,1,07146 
4,18,22,27,29,1,11140 
4,18,23,25,26,1,07113 
4,18,23,25,31,1,07113 
4,18,23,26,31,1,07113 
4,18,24,25,26,1,18106 
4,18,24,26,30,1,07146 
4,18,24,31,32,1,21068 
4,18,25,26,31,1,07113 
4,18,25,29,32,1,10109 
4,18,26,27,33,1,18120 
4,18,27,32,33,1,06007 
4,18,28,31,32,1,16147 
4,19,20,21,26,1,03002 
4,19,20,22,28,1,18033 
4,19,20,22,33,1,18033 
4,19,20,23,33,1,12046 
4,19,20,24,28,1,10128 
4,19,20,25,31,1,07153 
4,19,20,26,29,1,16035 
4,19,20,28,33,1,18033 
4,19,21,22,23,2,12071 06135 
4,19,21,22,31,1,06135 
4,19,21,23,31,1,06135 
4,19,21,25,28,1,12024 
4,19,21,25,31,1,07065 
4,19,21,27,28,1,09152 
4,19,22,23,30,1,16022 
4,19,22,23,31,1,06135 
4,19,22,24,25,1,14004 
4,19,22,24,29,1,08150 
4,19,22,24,32,1,08150 
4,19,22,25,29,1,14014 
4,19,22,26,29,1,19028 
4,19,22,26,30,1,19028 
4,19,22,27,30,1,17098 
4,19,22,27,33,1,17098 
4,19,22,28,29,1,11050 
4,19,22,28,33,2,18033 10043 
4,19,22,29,30,1,19028 
4,19,22,29,32,1,08150 
4,19,22,30,33,1,17098 
4,19,23,24,27,1,13137 
4,19,24,25,26,1,18106 
4,19,24,26,32,1,07122 
4,19,24,29,32,1,08150 
4,19,25,26,32,1,03015 
4,19,26,29,30,1,19028 
4,19,27,30,33,1,17098 
4,19,27,31,33,1,13126 
4,20,21,26,33,1,11057 
4,20,21,29,33,1,18093 
4,20,21,30,33,1,20023 
4,20,22,24,26,1,19119 
4,20,22,24,33,1,19119 
4,20,22,26,33,1,19119 
4,20,22,27,29,1,11140 
4,20,22,28,33,1,18033 
4,20,24,25,31,1,08114 
4,20,24,26,33,1,19119 
4,20,24,28,29,1,12120 
4,20,25,26,29,1,14082 
4,20,25,28,29,1,09113 
4,20,25,29,31,1,06133 
4,21,22,23,31,1,06135 
4,21,22,26,31,1,12059 
4,21,23,24,30,1,09001 
4,21,23,24,31,1,09001 
4,21,23,30,31,1,09001 
4,21,23,30,33,1,05104 
4,21,23,31,32,1,14002 
4,21,23,31,33,1,14002 
4,21,23,32,33,1,14002 
4,21,24,30,31,1,09001 
4,21,25,26,29,1,15074 
4,21,25,29,30,1,13032 
4,21,25,29,33,2,21014 13032 
4,21,25,30,33,1,13032 
4,21,27,28,29,1,21129 
4,21,27,28,33,1,14044 
4,21,28,30,31,1,15095 
4,21,29,30,33,1,13032 
4,21,30,31,33,1,06128 
4,21,31,32,33,1,14002 
4,22,23,24,33,1,14038 
4,22,23,27,29,1,08004 
4,22,23,28,30,1,09124 
4,22,23,29,32,1,12075 
4,22,24,26,30,1,07146 
4,22,24,26,33,1,19119 
4,22,24,27,31,1,12031 
4,22,24,29,32,1,08150 
4,22,25,26,32,1,05028 
4,22,25,27,33,1,12053 
4,22,25,29,31,1,19053 
4,22,25,29,32,1,08080 
4,22,25,30,31,1,12027 
4,22,25,32,33,1,11121 
4,22,26,29,30,1,19028 
4,22,26,29,32,1,16060 
4,22,26,30,33,1,08077 
4,22,27,30,33,1,17098 
4,22,28,29,30,1,05112 
4,23,24,26,33,1,10136 
4,23,24,30,31,1,09001 
4,23,25,26,31,1,07113 
4,23,25,27,28,1,11105 
4,23,25,27,29,1,11065 
4,23,25,27,33,1,11047 
4,23,26,31,32,1,09071 
4,23,27,28,32,1,10051 
4,23,30,32,33,1,05105 
4,23,31,32,33,1,14002 
4,24,25,28,31,1,13091 
4,24,26,27,33,1,12009 
4,24,26,28,32,1,15051 
4,24,28,29,33,1,08137 
4,24,28,30,33,1,19017 
4,25,26,30,33,1,18085 
4,25,27,29,30,1,03032 
4,25,29,30,33,1,13032 
4,28,29,31,33,1,06055 
4,30,31,32,33,1,19124 
5,6,7,8,32,1,05043 
5,6,7,11,13,1,13015 
5,6,7,11,14,1,21085 
5,6,7,11,15,1,18127 
5,6,7,11,18,1,13015 
5,6,7,11,20,1,21085 
5,6,7,12,13,1,13061 
5,6,7,12,15,1,12118 
5,6,7,12,18,1,13061 
5,6,7,12,28,1,12118 
5,6,7,13,18,2,13061 13015 
5,6,7,13,23,1,12134 
5,6,7,14,20,1,21085 
5,6,7,14,25,1,09109 
5,6,7,14,28,1,09109 
5,6,7,15,28,1,12118 
5,6,7,23,31,1,11149 
5,6,7,25,27,1,13121 
5,6,7,25,28,1,09109 
5,6,8,9,18,1,19002 
5,6,8,12,22,1,18084 
5,6,8,12,24,1,18084 
5,6,8,13,18,1,19057 
5,6,8,14,22,1,14095 
5,6,8,14,31,1,14095 
5,6,8,16,18,1,15086 
5,6,8,16,22,1,15086 
5,6,8,17,18,1,10005 
5,6,8,17,24,1,20016 
5,6,8,17,27,1,20016 
5,6,8,18,20,1,16061 
5,6,8,18,22,1,15086 
5,6,8,18,32,1,16061 
5,6,8,20,22,1,16017 
5,6,8,20,26,1,06009 
5,6,8,20,30,2,16017 06009 
5,6,8,20,32,1,16061 
5,6,8,21,31,1,16129 
5,6,8,21,33,1,16129 
5,6,8,22,24,2,18084 06122 
5,6,8,22,30,1,16017 
5,6,8,22,31,1,14095 
5,6,8,23,31,1,15151 
5,6,8,23,32,1,15151 
5,6,8,24,27,1,20016 
5,6,8,26,30,1,06009 
5,6,8,28,30,1,04018 
5,6,8,31,32,1,15151 
5,6,8,31,33,1,16129 
5,6,9,10,27,1,14144 
5,6,9,14,21,1,17129 
5,6,9,14,33,1,17129 
5,6,9,15,32,1,18052 
5,6,9,17,25,1,21057 
5,6,9,17,33,1,21057 
5,6,9,18,23,1,19040 
5,6,9,18,31,1,19040 
5,6,9,21,33,1,17129 
5,6,9,23,24,1,21063 
5,6,9,23,31,1,19040 
5,6,9,25,33,1,21057 
5,6,10,13,17,1,08142 
5,6,10,13,28,1,08142 
5,6,10,14,27,1,13129 
5,6,10,14,31,1,13129 
5,6,10,15,30,1,05057 
5,6,10,15,31,1,05057 
5,6,10,16,20,1,18063 
5,6,10,16,22,1,16055 
5,6,10,16,25,1,18063 
5,6,10,16,26,1,16055 
5,6,10,17,28,1,08142 
5,6,10,19,23,1,09126 
5,6,10,19,31,1,05124 
5,6,10,19,33,1,05124 
5,6,10,20,25,1,18063 
5,6,10,22,26,1,16055 
5,6,10,27,31,1,13129 
5,6,10,30,31,1,05057 
5,6,10,31,33,1,05124 
5,6,11,12,14,1,15038 
5,6,11,12,15,1,20099 
5,6,11,12,30,1,20099 
5,6,11,12,33,1,15038 
5,6,11,13,18,1,13015 
5,6,11,14,20,2,21085 11118 
5,6,11,14,21,1,11118 
5,6,11,14,33,1,15038 
5,6,11,15,30,1,20099 
5,6,11,19,24,1,12042 
5,6,11,19,28,1,12042 
5,6,11,20,21,1,11118 
5,6,11,20,22,1,05138 
5,6,11,21,31,1,17123 
5,6,11,24,28,1,12042 
5,6,12,13,18,1,13061 
5,6,12,14,19,1,13083 
5,6,12,14,23,2,13083 03040 
5,6,12,14,27,1,21090 
5,6,12,14,28,2,21090 13016 
5,6,12,14,33,1,15038 
5,6,12,15,18,1,08070 
5,6,12,15,28,1,12118 
5,6,12,15,30,1,20099 
5,6,12,15,33,1,08070 
5,6,12,16,21,1,06013 
5,6,12,16,30,1,05016 
5,6,12,18,33,1,08070 
5,6,12,19,23,1,13083 
5,6,12,22,24,1,18084 
5,6,12,27,28,1,21090 
5,6,13,16,19,1,18071 
5,6,13,17,19,1,13033 
5,6,13,17,28,2,13033 08142 
5,6,13,18,23,1,13120 
5,6,13,18,31,1,13120 
5,6,13,19,22,1,13013 
5,6,13,19,28,2,13033 13013 
5,6,13,20,22,1,17086 
5,6,13,22,28,1,13013 
5,6,13,23,31,1,13120 
5,6,14,15,18,1,14132 
5,6,14,15,33,1,14132 
5,6,14,16,19,1,20116 
5,6,14,16,27,1,20116 
5,6,14,18,33,1,14132 
5,6,14,19,23,1,13083 
5,6,14,19,27,1,20116 
5,6,14,20,21,3,22019 11118 07002 
5,6,14,20,22,1,07002 
5,6,14,20,25,1,22019 
5,6,14,21,22,1,07002 
5,6,14,21,25,1,22019 
5,6,14,21,33,1,17129 
5,6,14,22,24,1,10020 
5,6,14,22,26,1,10020 
5,6,14,22,31,1,14095 
5,6,14,24,26,1,10020 
5,6,14,24,31,1,05102 
5,6,14,25,28,1,09109 
5,6,14,27,28,1,21090 
5,6,14,27,31,1,13129 
5,6,15,16,19,1,10131 
5,6,15,16,26,1,10131 
5,6,15,18,26,1,20028 
5,6,15,18,32,1,20028 
5,6,15,18,33,2,14132 08070 
5,6,15,19,26,2,10131 04074 
5,6,15,19,29,1,04074 
5,6,15,23,27,1,10088 
5,6,15,23,30,1,10088 
5,6,15,26,29,1,04074 
5,6,15,26,32,1,20028 
5,6,15,27,30,1,10088 
5,6,15,30,31,1,05057 
5,6,16,18,22,1,15086 
5,6,16,19,26,1,10131 
5,6,16,19,27,1,20116 
5,6,16,20,25,1,18063 
5,6,16,22,26,1,16055 
5,6,16,24,30,1,07005 
5,6,16,25,30,1,17085 
5,6,16,28,29,1,17099 
5,6,17,19,28,1,13033 
5,6,17,24,27,1,20016 
5,6,17,25,33,1,21057 
5,6,17,26,33,1,04003 
5,6,18,20,32,1,16061 
5,6,18,23,31,2,19040 13120 
5,6,18,26,32,1,20028 
5,6,19,21,23,1,14083 
5,6,19,21,33,1,14083 
5,6,19,22,28,1,13013 
5,6,19,23,33,1,14083 
5,6,19,24,28,1,12042 
5,6,19,26,29,1,04074 
5,6,19,27,30,1,09018 
5,6,19,31,33,1,05124 
5,6,20,21,22,1,07002 
5,6,20,21,25,1,22019 
5,6,20,22,30,1,16017 
5,6,20,26,30,1,06009 
5,6,21,23,33,1,14083 
5,6,21,25,28,2,21112 16120 
5,6,21,25,33,1,21112 
5,6,21,28,33,1,21112 
5,6,21,31,33,1,16129 
5,6,22,24,26,1,10020 
5,6,22,26,32,1,12018 
5,6,23,26,33,1,08018 
5,6,23,27,30,1,10088 
5,6,23,31,32,1,15151 
5,6,25,28,33,1,21112 
5,6,25,29,30,1,09081 
5,7,8,9,20,1,19093 
5,7,8,9,22,1,19093 
5,7,8,11,17,2,20018 12135 
5,7,8,11,22,1,20018 
5,7,8,14,27,1,06011 
5,7,8,14,31,2,09102 06011 
5,7,8,17,18,1,14128 
5,7,8,17,22,1,20018 
5,7,8,17,24,1,14128 
5,7,8,18,24,1,14128 
5,7,8,19,21,1,12091 
5,7,8,19,27,1,15113 
5,7,8,20,22,1,19093 
5,7,8,20,27,1,19021 
5,7,8,20,31,1,14010 
5,7,8,20,33,1,14010 
5,7,8,21,31,1,03014 
5,7,8,24,25,1,03038 
5,7,8,24,27,1,03038 
5,7,8,25,27,1,03038 
5,7,8,27,31,1,06011 
5,7,8,31,33,1,14010 
5,7,9,10,20,1,19035 
5,7,9,11,19,1,19016 
5,7,9,11,20,1,13084 
5,7,9,11,21,2,21084 13084 
5,7,9,11,25,1,19016 
5,7,9,11,27,1,17151 
5,7,9,11,28,1,21084 
5,7,9,15,24,1,08119 
5,7,9,15,29,1,08119 
5,7,9,16,18,2,21038 19059 
5,7,9,16,20,1,21027 
5,7,9,16,26,2,21027 15027 
5,7,9,16,27,1,21038 
5,7,9,16,29,1,15027 
5,7,9,18,27,1,21038 
5,7,9,19,25,1,19016 
5,7,9,20,21,1,13084 
5,7,9,20,22,1,19093 
5,7,9,20,26,2,21027 08044 
5,7,9,20,29,1,08044 
5,7,9,21,28,1,21084 
5,7,9,21,30,1,19087 
5,7,9,23,27,1,13101 
5,7,9,23,32,1,13101 
5,7,9,24,29,1,08119 
5,7,9,26,29,2,15027 08044 
5,7,9,27,32,1,13101 
5,7,10,11,23,1,11014 
5,7,10,11,26,1,11014 
5,7,10,12,22,1,19030 
5,7,10,13,19,1,13060 
5,7,10,13,20,1,13060 
5,7,10,13,25,1,10025 
5,7,10,14,17,1,09057 
5,7,10,14,23,1,15046 
5,7,10,14,25,1,09057 
5,7,10,14,31,1,15046 
5,7,10,14,33,1,08117 
5,7,10,15,20,1,03042 
5,7,10,17,25,1,09057 
5,7,10,19,20,1,13060 
5,7,10,19,23,1,09020 
5,7,10,19,26,1,11024 
5,7,10,19,31,1,11024 
5,7,10,23,26,1,11014 
5,7,10,23,28,1,17091 
5,7,10,23,29,1,17091 
5,7,10,23,31,1,15046 
5,7,10,26,31,1,11024 
5,7,10,28,29,1,17091 
5,7,10,28,30,1,06054 
5,7,11,13,18,2,13015 08076 
5,7,11,13,27,1,20073 
5,7,11,13,29,1,20073 
5,7,11,14,20,1,21085 
5,7,11,16,22,1,15122 
5,7,11,16,25,1,15122 
5,7,11,17,22,1,20018 
5,7,11,17,27,1,07116 
5,7,11,19,25,1,19016 
5,7,11,20,21,1,13084 
5,7,11,21,28,1,21084 
5,7,11,22,25,1,15122 
5,7,11,23,26,1,11014 
5,7,11,27,29,1,20073 
5,7,12,13,18,1,13061 
5,7,12,14,15,1,09078 
5,7,12,14,20,1,09078 
5,7,12,15,20,1,09078 
5,7,12,15,28,1,12118 
5,7,12,16,28,1,12154 
5,7,12,16,32,1,12154 
5,7,12,18,27,1,19096 
5,7,12,18,28,1,15037 
5,7,12,18,31,1,15037 
5,7,12,18,32,1,19096 
5,7,12,19,27,1,13144 
5,7,12,19,31,1,13144 
5,7,12,27,31,1,13144 
5,7,12,27,32,1,19096 
5,7,12,28,31,1,15037 
5,7,12,28,32,1,12154 
5,7,13,14,15,1,11032 
5,7,13,14,18,1,10006 
5,7,13,15,18,1,10008 
5,7,13,15,30,1,10008 
5,7,13,18,30,1,10008 
5,7,13,19,20,1,13060 
5,7,13,24,25,1,10031 
5,7,13,24,28,1,10031 
5,7,13,25,28,1,10031 
5,7,13,27,29,1,20073 
5,7,13,29,32,1,12146 
5,7,14,15,20,1,09078 
5,7,14,16,17,1,06028 
5,7,14,16,18,1,19013 
5,7,14,16,21,1,19013 
5,7,14,16,27,1,06028 
5,7,14,17,25,1,09057 
5,7,14,17,26,1,21044 
5,7,14,17,27,1,06028 
5,7,14,17,28,1,21044 
5,7,14,18,21,1,19013 
5,7,14,18,31,1,16024 
5,7,14,18,33,1,21008 
5,7,14,23,31,1,15046 
5,7,14,25,28,1,09109 
5,7,14,26,28,1,21044 
5,7,14,27,31,1,06011 
5,7,15,18,25,1,12100 
5,7,15,18,26,1,14118 
5,7,15,18,30,2,14118 10008 
5,7,15,18,33,1,12100 
5,7,15,20,23,1,17033 
5,7,15,20,30,1,17033 
5,7,15,23,30,1,17033 
5,7,15,24,29,1,08119 
5,7,15,25,33,1,12100 
5,7,15,26,30,1,14118 
5,7,16,17,22,1,15110 
5,7,16,17,23,1,15110 
5,7,16,17,27,1,06028 
5,7,16,18,21,1,19013 
5,7,16,18,27,1,21038 
5,7,16,20,21,1,17045 
5,7,16,20,25,1,17045 
5,7,16,20,26,1,21027 
5,7,16,21,25,1,17045 
5,7,16,22,23,1,15110 
5,7,16,22,25,1,15122 
5,7,16,22,27,1,07131 
5,7,16,26,29,1,15027 
5,7,16,28,32,1,12154 
5,7,17,18,24,1,14128 
5,7,17,18,29,1,20011 
5,7,17,19,22,1,15091 
5,7,17,19,31,1,15091 
5,7,17,20,22,1,08017 
5,7,17,22,23,1,15110 
5,7,17,22,31,1,15091 
5,7,17,23,27,1,08068 
5,7,17,23,29,1,08068 
5,7,17,26,28,1,21044 
5,7,17,27,29,1,08068 
5,7,18,19,22,1,17078 
5,7,18,19,24,1,17078 
5,7,18,22,24,1,17078 
5,7,18,25,33,1,12100 
5,7,18,26,30,1,14118 
5,7,18,27,32,1,19096 
5,7,18,28,31,1,15037 
5,7,19,22,24,1,17078 
5,7,19,22,31,1,15091 
5,7,19,26,31,1,11024 
5,7,19,27,31,1,13144 
5,7,20,21,22,1,07129 
5,7,20,21,25,1,17045 
5,7,20,21,30,1,07129 
5,7,20,22,30,2,18122 07129 
5,7,20,22,32,1,18122 
5,7,20,23,27,1,18051 
5,7,20,23,30,1,17033 
5,7,20,23,31,1,18051 
5,7,20,26,29,1,08044 
5,7,20,27,31,1,18051 
5,7,20,30,32,1,18122 
5,7,20,31,33,1,14010 
5,7,21,22,24,1,22041 
5,7,21,22,26,1,08154 
5,7,21,22,29,1,22041 
5,7,21,22,30,1,07129 
5,7,21,24,29,1,22041 
5,7,21,26,28,1,07012 
5,7,21,26,29,1,05153 
5,7,22,24,29,1,22041 
5,7,22,26,32,1,15031 
5,7,22,30,32,1,18122 
5,7,23,27,29,1,08068 
5,7,23,27,31,1,18051 
5,7,23,27,32,1,13101 
5,7,23,28,29,1,17091 
5,7,23,28,30,1,20055 
5,7,24,25,27,1,03038 
5,7,24,25,28,1,10031 
5,7,27,31,32,1,10094 
5,7,28,31,32,1,16110 
5,7,28,31,33,1,16110 
5,7,28,32,33,1,16110 
5,7,31,32,33,1,16110 
5,8,9,10,11,1,09022 
5,8,9,10,18,1,09022 
5,8,9,10,20,1,11153 
5,8,9,10,25,1,11153 
5,8,9,11,18,1,09022 
5,8,9,12,22,1,15123 
5,8,9,12,28,1,15123 
5,8,9,12,30,1,06087 
5,8,9,14,15,1,17048 
5,8,9,14,17,1,03008 
5,8,9,14,19,1,17048 
5,8,9,14,21,1,03063 
5,8,9,14,23,1,03008 
5,8,9,14,33,1,03063 
5,8,9,15,19,1,17048 
5,8,9,17,23,1,03008 
5,8,9,20,22,1,19093 
5,8,9,20,25,1,11153 
5,8,9,20,28,1,14129 
5,8,9,20,32,1,14129 
5,8,9,21,33,1,03063 
5,8,9,22,28,1,15123 
5,8,9,28,32,1,14129 
5,8,10,11,18,1,09022 
5,8,10,11,27,1,18142 
5,8,10,11,28,1,18142 
5,8,10,12,21,1,17065 
5,8,10,14,17,1,16102 
5,8,10,14,30,1,16102 
5,8,10,15,23,1,09058 
5,8,10,15,26,1,09058 
5,8,10,17,30,1,16102 
5,8,10,20,25,1,11153 
5,8,10,23,26,1,09058 
5,8,10,27,28,1,18142 
5,8,10,32,33,1,17047 
5,8,11,13,15,1,10118 
5,8,11,13,25,1,10118 
5,8,11,15,25,1,10118 
5,8,11,15,31,1,04032 
5,8,11,16,18,1,15129 
5,8,11,16,27,1,15129 
5,8,11,17,22,1,20018 
5,8,11,17,24,1,15066 
5,8,11,17,28,1,15066 
5,8,11,18,27,1,15129 
5,8,11,21,27,1,14151 
5,8,11,24,28,1,15066 
5,8,11,27,28,1,18142 
5,8,12,13,23,1,14059 
5,8,12,13,25,1,14059 
5,8,12,16,19,1,05141 
5,8,12,22,24,1,18084 
5,8,12,22,28,1,15123 
5,8,12,23,25,1,14059 
5,8,12,26,31,1,20056 
5,8,13,14,19,1,12097 
5,8,13,14,22,1,12097 
5,8,13,15,25,1,10118 
5,8,13,18,25,1,07050 
5,8,13,19,22,1,12097 
5,8,13,19,27,1,16132 
5,8,13,19,28,1,16132 
5,8,13,23,25,1,14059 
5,8,13,27,28,1,16132 
5,8,14,15,19,1,17048 
